Gene Name ;Protein group ;Euclidean Distance from REPLICOME;Q-VALUE from REPLICOME;Euclidean Distance from ER;Q-VALUE from ER;RISULTATO;DELTA DISTANZA ;Organism;Final Organelle;PREDICTED LOCALIZATION IN INF (analisi 15 con proteine virali);Protein description
TBCK;Q8TEA7;2,237735;1,00E+00;2,002259;1,00E+00;Vicino all'ER;0,235476;Homo sapiens;;Cytoplasm;TBC domain-containing protein kinase-like protein
TBK1;"A0A7I2V4W4;A0A7I2V646;Q9UHD2";1,894693;1,00E+00;1,679885;1,00E+00;Vicino all'ER;0,214808;Homo sapiens;protein-complex;Cytoplasm;"TANK binding kinase 1;TANK binding kinase 1;Serine/threonine-protein kinase TBK1"
TBL1XR1;Q9BZK7;1,222508;1,18E-01;1,127413;1,55E-01;Vicino all'ER;0,095095;Homo sapiens;;Nucleus;F-box-like/WD repeat-containing protein TBL1XR1
TBL2;"E9PF19;Q9Y4P3";0,5288911;5,06E-04;0,3613909;0,00E+00;Vicino all'ER;0,1675002;Homo sapiens;;ER;"Transducin beta like 2;Transducin beta-like protein 2"
TBL3;Q12788;1,04227;4,19E-02;0,9147561;3,59E-02;Vicino all'ER;0,1275139;Homo sapiens;Nucleus;Nucleus;Transducin beta-like protein 3
TBRG4;Q969Z0;0,9575687;2,44E-02;0,7884229;1,27E-02;Vicino all'ER;0,1691458;Homo sapiens;Mitochondria;Mitochondria;FAST kinase domain-containing protein 4
TBXAS1;P24557;0,4737821;1,92E-04;0,5681528;1,53E-03;Vicino al REPLICOMA;0,0943707;Homo sapiens;;ER;Thromboxane-A synthase
TCAF1;Q9Y4C2;1,654475;7,43E-01;1,488098;7,47E-01;Vicino all'ER;0,166377;Homo sapiens;;protein-complex;TRPM8 channel-associated factor 1
"TCAF2C;TCAF2;TCAF2";"A0A1B0GVM2;A6NFQ2;Q8N1I1";1,577517;5,96E-01;1,38766;5,41E-01;Vicino all'ER;0,189857;Homo sapiens;;Golgi apparatus;"TRPM8 channel associated factor 2C (Fragment);TRPM8 channel-associated factor 2;TRPM8 channel associated factor 2"
TCEA1;P23193;1,881657;1,00E+00;1,662657;1,00E+00;Vicino all'ER;0,219;Homo sapiens;;Cytoplasm;Transcription elongation factor A protein 1
TCEAL3;Q969E4;1,997625;1,00E+00;1,764379;1,00E+00;Vicino all'ER;0,233246;Homo sapiens;;Cytoplasm;Transcription elongation factor A protein-like 3
TCERG1;A0A7P0T8N8;0,8708864;1,29E-02;0,772718;1,13E-02;Vicino all'ER;0,0981684;Homo sapiens;Nucleus;Nucleus;Transcription elongation regulator 1
TCF25;Q9BQ70;1,717636;8,56E-01;1,533091;8,33E-01;Vicino all'ER;0,184545;Homo sapiens;Translation;Translation;Ribosome quality control complex subunit TCF25
TCIRG1;"A0A8V8TM28;Q13488";0,9992678;3,23E-02;0,9445026;4,63E-02;Vicino all'ER;0,0547652;Homo sapiens;PM;Lysosome;"V-type proton ATPase subunit a;V-type proton ATPase 116 kDa subunit a 3"
TCOF1;Q13428;0,9005347;1,59E-02;0,8918612;3,05E-02;Vicino all'ER;0,0086735;Homo sapiens;;Nucleus;Treacle protein
TCP1;P17987;1,76044;9,29E-01;1,577957;9,16E-01;Vicino all'ER;0,182483;Homo sapiens;protein-complex;protein-complex;T-complex protein 1 subunit alpha
TCP11L1;Q9NUJ3;2,188756;1,00E+00;1,922673;1,00E+00;Vicino all'ER;0,266083;Homo sapiens;protein-complex;Cytoplasm;T-complex protein 11-like protein 1
TCTN3;"A0A0C4DFN5;A0A7P0T8X6;A0A7P0TA00;A0A7P0TB57;A0A804G9W2;Q6NUS6";1,500505;4,53E-01;1,249511;2,97E-01;Vicino all'ER;0,250994;Homo sapiens;;Cytoplasm;"Chromosome 10 open reading frame 61;Tectonic family member 3;Tectonic family member 3 (Fragment);Tectonic family member 3;Tectonic family member 3;Tectonic-3"
TDP1;Q9NUW8;1,989066;1,00E+00;1,72994;1,00E+00;Vicino all'ER;0,259126;Homo sapiens;;Cytoplasm;Tyrosyl-DNA phosphodiesterase 1
TDP2;"O95551;X6R5A3";2,167266;1,00E+00;1,946152;1,00E+00;Vicino all'ER;0,221114;Homo sapiens;;protein-complex;Tyrosyl-DNA phosphodiesterase 2
TDRD3;Q9H7E2;1,193472;1,01E-01;1,004001;7,05E-02;Vicino all'ER;0,189471;Homo sapiens;;ER;Tudor domain-containing protein 3
TDRD7;Q8NHU6;2,150049;1,00E+00;1,901723;1,00E+00;Vicino all'ER;0,248326;Homo sapiens;;Cytoplasm;Tudor domain-containing protein 7
TECPR1;Q7Z6L1;1,559779;5,62E-01;1,34806;4,66E-01;Vicino all'ER;0,211719;Homo sapiens;;Lysosome;Tectonin beta-propeller repeat-containing protein 1
TECPR2;O15040;2,067599;1,00E+00;1,835094;1,00E+00;Vicino all'ER;0,232505;Homo sapiens;;Cytoplasm;Tectonin beta-propeller repeat-containing protein 2
TECR;Q9NZ01;0,2789978;0,00E+00;0,3312033;0,00E+00;Vicino al REPLICOMA;0,0522055;Homo sapiens;ER;ER;Very-long-chain enoyl-CoA reductase
TEK;Q02763;1,651322;7,40E-01;1,444408;6,63E-01;Vicino all'ER;0,206914;Homo sapiens;;Lysosome;Angiopoietin-1 receptor
TELO2;Q9Y4R8;2,17896;1,00E+00;1,965325;1,00E+00;Vicino all'ER;0,213635;Homo sapiens;;Golgi apparatus;Telomere length regulation protein TEL2 homolog
TENM3;Q9P273;1,485054;4,27E-01;1,276446;3,38E-01;Vicino all'ER;0,208608;Homo sapiens;;PM;Teneurin-3
TEP1;Q99973;1,923671;1,00E+00;1,733458;1,00E+00;Vicino all'ER;0,190213;Homo sapiens;;Translation;Telomerase protein component 1
TERF2IP;Q9NYB0;1,486258;4,28E-01;1,202136;2,33E-01;Vicino all'ER;0,284122;Homo sapiens;;Mitochondria;Telomeric repeat-binding factor 2-interacting protein 1
TES;Q9UGI8;2,076044;1,00E+00;1,838578;1,00E+00;Vicino all'ER;0,237466;Homo sapiens;Cytoplasm;Cytoplasm;Testin
TEX10;Q9NXF1;0,8715494;1,29E-02;0,8531392;2,26E-02;Vicino all'ER;0,0184102;Homo sapiens;Nucleus;Nucleus;Testis-expressed protein 10
TEX2;Q8IWB9;1,420822;3,25E-01;1,256754;3,09E-01;Vicino all'ER;0,164068;Homo sapiens;;Golgi apparatus;Testis-expressed protein 2
TEX264;Q9Y6I9;0,2921963;0,00E+00;0,5084309;7,55E-04;Vicino al REPLICOMA;0,2162346;Homo sapiens;;ER;Testis-expressed protein 264
TEX28;O15482;1,924025;1,00E+00;1,660526;1,00E+00;Vicino all'ER;0,263499;Homo sapiens;;endosome-vesicle;Testis-specific protein TEX28
TEX30;Q5JUR7;2,095948;1,00E+00;1,879027;1,00E+00;Vicino all'ER;0,216921;Homo sapiens;;Translation;Testis-expressed protein 30
TF;P02787;1,42019;3,25E-01;1,356933;4,83E-01;Vicino all'ER;0,063257;Homo sapiens;;Cytoplasm;Serotransferrin
TFAM;Q00059;0,7991164;7,87E-03;0,6319333;3,08E-03;Vicino all'ER;0,1671831;Homo sapiens;Mitochondria;Mitochondria;Transcription factor A, mitochondrial
TFB1M;Q8WVM0;0,8353103;9,97E-03;0,7132782;7,11E-03;Vicino all'ER;0,1220321;Homo sapiens;Mitochondria;Mitochondria;Dimethyladenosine transferase 1, mitochondrial
TFB2M;Q9H5Q4;1,250087;1,39E-01;0,9980915;6,78E-02;Vicino all'ER;0,2519955;Homo sapiens;Mitochondria;Mitochondria;Dimethyladenosine transferase 2, mitochondrial
TFCP2;Q12800;1,374036;2,62E-01;1,174168;2,00E-01;Vicino all'ER;0,199868;Homo sapiens;;protein-complex;Alpha-globin transcription factor CP2
TFG;"A0A6Q8PFY7;Q92734";2,105293;1,00E+00;1,86732;1,00E+00;Vicino all'ER;0,237973;Homo sapiens;;Cytoplasm;"Trafficking from ER to golgi regulator;Protein TFG"
TFPI;P10646;1,005516;3,37E-02;0,826203;1,75E-02;Vicino all'ER;0,179313;Homo sapiens;;Cytoplasm;Tissue factor pathway inhibitor
TFRC;P02786;1,097395;5,86E-02;1,042622;9,29E-02;Vicino all'ER;0,054773;Homo sapiens;endosome-vesicle;PM;Transferrin receptor protein 1
TGFB1;"A0A499FJK2;P01137";1,220577;1,17E-01;1,021545;8,01E-02;Vicino all'ER;0,199032;Homo sapiens;;Golgi apparatus;"Transforming growth factor beta;Transforming growth factor beta-1 proprotein"
TGFB1I1;O43294;2,099227;1,00E+00;1,857314;1,00E+00;Vicino all'ER;0,241913;Homo sapiens;;Cytoplasm;Transforming growth factor beta-1-induced transcript 1 protein
TGFBI;Q15582;0,6487594;2,50E-03;0,6575012;4,07E-03;Vicino al REPLICOMA;0,0087418;Homo sapiens;;Nucleus;Transforming growth factor-beta-induced protein ig-h3
TGFBR2;P37173;1,368026;2,54E-01;1,11962;1,48E-01;Vicino all'ER;0,248406;Homo sapiens;;ER;TGF-beta receptor type-2
TGFBRAP1;Q8WUH2;2,00287;1,00E+00;1,817807;1,00E+00;Vicino all'ER;0,185063;Homo sapiens;;protein-complex;Transforming growth factor-beta receptor-associated protein 1
TGM2;P21980;0,5152498;4,05E-04;0,4692704;4,61E-04;Vicino all'ER;0,0459794;Homo sapiens;Cytoplasm;Mitochondria;Protein-glutamine gamma-glutamyltransferase 2
TGOLN2;O43493;0,9821324;2,87E-02;0,9643089;5,33E-02;Vicino all'ER;0,0178235;Homo sapiens;;PM;Trans-Golgi network integral membrane protein 2
TGS1;Q96RS0;2,123823;1,00E+00;1,884562;1,00E+00;Vicino all'ER;0,239261;Homo sapiens;;Cytoplasm;Trimethylguanosine synthase
THADA;Q6YHU6;2,064706;1,00E+00;1,891655;1,00E+00;Vicino all'ER;0,173051;Homo sapiens;Cytoplasm;endosome-vesicle;tRNA (32-2'-O)-methyltransferase regulator THADA
THBS1;P07996;0,8949822;1,52E-02;0,9478345;4,71E-02;Vicino al REPLICOMA;0,0528523;Homo sapiens;;Golgi apparatus;Thrombospondin-1
THEM4;Q5T1C6;1,380817;2,70E-01;1,116951;1,46E-01;Vicino all'ER;0,263866;Homo sapiens;Mitochondria;Mitochondria;Acyl-coenzyme A thioesterase THEM4
THEM6;"H0YAR9;Q8WUY1";1,367364;2,53E-01;1,300439;3,77E-01;Vicino all'ER;0,066925;Homo sapiens;ER;ER;"Thioesterase superfamily member 6 (Fragment);Protein THEM6"
THNSL1;Q8IYQ7;1,409613;3,08E-01;1,161131;1,86E-01;Vicino all'ER;0,248482;Homo sapiens;Mitochondria;Mitochondria;Threonine synthase-like 1
THNSL2;"C9J3J1;Q86YJ6";0,6006662;1,52E-03;0,5710252;1,54E-03;Vicino all'ER;0,029641;Homo sapiens;;ER;"Threonine synthase like 2 (Fragment);Threonine synthase-like 2"
THOC1;Q96FV9;1,252006;1,40E-01;1,152618;1,78E-01;Vicino all'ER;0,099388;Homo sapiens;;Nucleus;THO complex subunit 1
THOC2;Q8NI27;0,6391664;2,29E-03;0,653509;3,92E-03;Vicino al REPLICOMA;0,0143426;Homo sapiens;;Nucleus;THO complex subunit 2
THOC3;Q96J01;1,46902;3,99E-01;1,291424;3,61E-01;Vicino all'ER;0,177596;Homo sapiens;Nucleus;Nucleus;THO complex subunit 3
THOC5;Q13769;1,023377;3,75E-02;0,8090346;1,53E-02;Vicino all'ER;0,2143424;Homo sapiens;;Mitochondria;THO complex subunit 5 homolog
THOC6;Q86W42;1,190601;9,91E-02;0,9780262;5,90E-02;Vicino all'ER;0,2125748;Homo sapiens;;ER;THO complex subunit 6 homolog
THOC7;Q6I9Y2;1,088926;5,57E-02;1,051412;9,91E-02;Vicino all'ER;0,037514;Homo sapiens;Cytoplasm;Nucleus;THO complex subunit 7 homolog
THOP1;P52888;2,075114;1,00E+00;1,835564;1,00E+00;Vicino all'ER;0,23955;Homo sapiens;Cytoplasm;Cytoplasm;Thimet oligopeptidase
THRAP3;Q9Y2W1;0,7820202;7,00E-03;0,7576165;1,01E-02;Vicino all'ER;0,0244037;Homo sapiens;;Nucleus;Thyroid hormone receptor-associated protein 3
THSD4;Q6ZMP0;0,7581668;5,83E-03;0,7768924;1,17E-02;Vicino al REPLICOMA;0,0187256;Homo sapiens;;Nucleus;Thrombospondin type-1 domain-containing protein 4
THSD7A;Q9UPZ6;2,108884;1,00E+00;1,902062;1,00E+00;Vicino all'ER;0,206822;Homo sapiens;;Translation;Thrombospondin type-1 domain-containing protein 7A
THTPA;Q9BU02;2,115385;1,00E+00;1,873706;1,00E+00;Vicino all'ER;0,241679;Homo sapiens;;Cytoplasm;Thiamine-triphosphatase
THUMPD1;Q9NXG2;1,874661;1,00E+00;1,659741;1,00E+00;Vicino all'ER;0,21492;Homo sapiens;Cytoplasm;Cytoplasm;THUMP domain-containing protein 1
THUMPD3;Q9BV44;2,188001;1,00E+00;1,943899;1,00E+00;Vicino all'ER;0,244102;Homo sapiens;Cytoplasm;Cytoplasm;tRNA (guanine(6)-N2)-methyltransferase THUMP3
THY1;"E9PIM6;E9PNQ8;P04216";1,351091;2,35E-01;1,203583;2,34E-01;Vicino all'ER;0,147508;Homo sapiens;;PM;"Thy-1 membrane glycoprotein (Fragment);Thy-1 membrane glycoprotein (Fragment);Thy-1 membrane glycoprotein"
THYN1;Q9P016;1,809689;1,00E+00;1,59301;9,49E-01;Vicino all'ER;0,216679;Homo sapiens;;Nucleus;Thymocyte nuclear protein 1
TIA1;"F8W8I6;P31483";1,656276;7,45E-01;1,446723;6,66E-01;Vicino all'ER;0,209553;Homo sapiens;;Nucleus;"TIA1 cytotoxic granule associated RNA binding protein;Cytotoxic granule associated RNA binding protein TIA1"
TIAL1;Q01085;1,754275;9,19E-01;1,531667;8,31E-01;Vicino all'ER;0,222608;Homo sapiens;;Cytoplasm;Nucleolysin TIAR
TIGAR;Q9NQ88;2,090654;1,00E+00;1,843719;1,00E+00;Vicino all'ER;0,246935;Homo sapiens;Cytoplasm;Cytoplasm;Fructose-2,6-bisphosphatase TIGAR
TIGD5;Q53EQ6;2,2564;1,00E+00;2,01879;1,00E+00;Vicino all'ER;0,23761;Homo sapiens;;protein-complex;Tigger transposable element-derived protein 5
TIMM10;P62072;1,087466;5,54E-02;1,075188;1,15E-01;Vicino all'ER;0,012278;Homo sapiens;Mitochondria;Mitochondria;Mitochondrial import inner membrane translocase subunit Tim10
TIMM13;Q9Y5L4;0,8859707;1,42E-02;0,8062786;1,50E-02;Vicino all'ER;0,0796921;Homo sapiens;;Mitochondria;Mitochondrial import inner membrane translocase subunit Tim13
TIMM21;Q9BVV7;1,257442;1,45E-01;0,9913502;6,47E-02;Vicino all'ER;0,2660918;Homo sapiens;Mitochondria;Mitochondria;Mitochondrial import inner membrane translocase subunit Tim21
TIMM22;Q9Y584;1,136827;7,33E-02;0,8912305;3,02E-02;Vicino all'ER;0,2455965;Homo sapiens;;Mitochondria;Mitochondrial import inner membrane translocase subunit Tim22
TIMM23;O14925;1,365448;2,51E-01;1,08789;1,24E-01;Vicino all'ER;0,277558;Homo sapiens;Mitochondria;Mitochondria;Mitochondrial import inner membrane translocase subunit Tim23
TIMM44;O43615;0,8000174;7,99E-03;0,5870302;1,98E-03;Vicino all'ER;0,2129872;Homo sapiens;Mitochondria;Mitochondria;Mitochondrial import inner membrane translocase subunit TIM44
TIMM50;Q3ZCQ8;0,8194294;9,03E-03;0,6146159;2,58E-03;Vicino all'ER;0,2048135;Homo sapiens;Mitochondria;Mitochondria;Mitochondrial import inner membrane translocase subunit TIM50
TIMM8A;O60220;1,40742;3,06E-01;1,144914;1,71E-01;Vicino all'ER;0,262506;Homo sapiens;;Mitochondria;Mitochondrial import inner membrane translocase subunit Tim8 A
TIMM9;Q9Y5J7;1,069778;5,00E-02;0,9973869;6,75E-02;Vicino all'ER;0,0723911;Homo sapiens;;Mitochondria;Mitochondrial import inner membrane translocase subunit Tim9
TIMMDC1;Q9NPL8;1,210358;1,11E-01;0,9874696;6,33E-02;Vicino all'ER;0,2228884;Homo sapiens;Mitochondria;Mitochondria;Complex I assembly factor TIMMDC1, mitochondrial
TIMP1;"P01033;Q5H9A7";0,9005271;1,58E-02;0,7552304;9,99E-03;Vicino all'ER;0,1452967;Homo sapiens;;Golgi apparatus;Metalloproteinase inhibitor 1
TIMP2;P16035;1,454781;3,76E-01;1,355173;4,79E-01;Vicino all'ER;0,099608;Homo sapiens;;endosome-vesicle;Metalloproteinase inhibitor 2
TIMP3;P35625;1,115703;6,52E-02;1,05388;1,00E-01;Vicino all'ER;0,061823;Homo sapiens;;PM;Metalloproteinase inhibitor 3
TIPRL;O75663;2,005636;1,00E+00;1,767163;1,00E+00;Vicino all'ER;0,238473;Homo sapiens;;Cytoplasm;TIP41-like protein
TJAP1;Q5JTD0;1,958652;1,00E+00;1,720675;1,00E+00;Vicino all'ER;0,237977;Homo sapiens;;Cytoplasm;Tight junction-associated protein 1
TJP1;"A0A087X0K9;A0A0G2JNH2;A0A7I2V5U5;G3V1L9;G5E9E7";1,059755;4,68E-02;0,9647851;5,38E-02;Vicino all'ER;0,0949699;Homo sapiens;;ER;"Tight junction protein 1;Tight junction protein ZO-1;Tight junction protein 1;Tight junction protein 1;Tight junction protein 1"
"TJP2;;TJP2;TJP2;TJP2";"A0A1B0GTW1;A0A2R8YDH4;A0A3B3IRI3;A0A3B3ITE1;Q9UDY2";1,853646;1,00E+00;1,612614;9,85E-01;Vicino all'ER;0,241032;Homo sapiens;;Cytoplasm;"Tight junction protein 2;Tight junction protein ZO-2;Tight junction protein 2;Tight junction protein 2 (Fragment);Tight junction protein ZO-2"
TK2;"A0A0A0MSY7;H3BP77;O00142";1,206943;1,09E-01;0,954787;4,94E-02;Vicino all'ER;0,252156;Homo sapiens;Mitochondria;Mitochondria;"Thymidine kinase 2, mitochondrial;Thymidine kinase 2;Thymidine kinase 2, mitochondrial"
TKFC;Q3LXA3;2,076019;1,00E+00;1,826779;1,00E+00;Vicino all'ER;0,24924;Homo sapiens;Cytoplasm;Cytoplasm;Triokinase/FMN cyclase
TKT;P29401;2,109888;1,00E+00;1,869587;1,00E+00;Vicino all'ER;0,240301;Homo sapiens;;Cytoplasm;Transketolase
TLK1;Q9UKI8;1,872749;1,00E+00;1,685453;1,00E+00;Vicino all'ER;0,187296;Homo sapiens;;Nucleus;Serine/threonine-protein kinase tousled-like 1
TLK2;"A0A804HIB4;A0A804HJX3;A0A804HJZ9;A0A804HK10;A0A804HKF1;J3KRK0;J3QLK5;Q86UE8";1,68598;8,00E-01;1,413729;5,97E-01;Vicino all'ER;0,272251;Homo sapiens;;Nucleus;"Tousled like kinase 2;Tousled like kinase 2;Tousled like kinase 2;Tousled like kinase 2;Tousled like kinase 2;Tousled like kinase 2 (Fragment);Tousled like kinase 2;Serine/threonine-protein kinase tousled-like 2"
TLN1;Q9Y490;2,108078;1,00E+00;1,872882;1,00E+00;Vicino all'ER;0,235196;Homo sapiens;;Cytoplasm;Talin-1
TLN2;Q9Y4G6;1,958065;1,00E+00;1,716729;1,00E+00;Vicino all'ER;0,241336;Homo sapiens;;Cytoplasm;Talin-2
TM7SF3;Q9NS93;1,694382;8,15E-01;1,537622;8,39E-01;Vicino all'ER;0,15676;Homo sapiens;Lysosome;PM;Transmembrane 7 superfamily member 3
TM9SF2;Q99805;1,101668;6,04E-02;1,037471;9,00E-02;Vicino all'ER;0,064197;Homo sapiens;Golgi apparatus;Golgi apparatus;Transmembrane 9 superfamily member 2
TM9SF3;Q9HD45;0,9144571;1,73E-02;0,854565;2,26E-02;Vicino all'ER;0,0598921;Homo sapiens;Golgi apparatus;Golgi apparatus;Transmembrane 9 superfamily member 3
TM9SF3;Q5TB53;1,414608;3,17E-01;1,22235;2,58E-01;Vicino all'ER;0,192258;Homo sapiens;Golgi apparatus;Golgi apparatus;Transmembrane 9 superfamily member (Fragment)
TM9SF4;"A0A0C4DFM1;Q92544";1,287159;1,70E-01;1,193632;2,23E-01;Vicino all'ER;0,093527;Homo sapiens;Golgi apparatus;Golgi apparatus;"Transmembrane 9 superfamily member;Transmembrane 9 superfamily member 4"
TMA16;"H0Y9X1;Q96EY4";1,194193;1,01E-01;1,048562;9,66E-02;Vicino all'ER;0,145631;Homo sapiens;;Nucleus;"Translation machinery-associated protein 16 (Fragment);Translation machinery-associated protein 16"
TMA7;Q9Y2S6;1,134439;7,21E-02;1,13089;1,58E-01;Vicino all'ER;0,003549;Homo sapiens;;ER;Translation machinery-associated protein 7
TMBIM1;"B4DUD2;C9IYT2;C9IZ27;C9JEN3;C9JW19;C9JWV9;F8WDY4;Q969X1";1,500291;4,52E-01;1,314251;4,01E-01;Vicino all'ER;0,18604;Homo sapiens;;PM;"Transmembrane BAX inhibitor motif containing 1;Transmembrane BAX inhibitor motif containing 1 (Fragment);Transmembrane BAX inhibitor motif containing 1 (Fragment);Transmembrane BAX inhibitor motif containing 1 (Fragment);Transmembrane BAX inhibitor motif containing 1 (Fragment);Transmembrane BAX inhibitor motif containing 1 (Fragment);Transmembrane BAX inhibitor motif containing 1;Protein lifeguard 3"
TMCO1;Q9UM00;0,2581498;0,00E+00;0,4341718;3,28E-04;Vicino al REPLICOMA;0,176022;Homo sapiens;ER;ER;Calcium load-activated calcium channel
TMCO3;Q6UWJ1;1,15921;8,34E-02;1,042441;9,27E-02;Vicino all'ER;0,116769;Homo sapiens;;Golgi apparatus;Transmembrane and coiled-coil domain-containing protein 3
TMED1;Q13445;1,512925;4,77E-01;1,352922;4,75E-01;Vicino all'ER;0,160003;Homo sapiens;Golgi apparatus;endosome-vesicle;Transmembrane emp24 domain-containing protein 1
TMED10;P49755;1,405304;3,04E-01;1,276527;3,38E-01;Vicino all'ER;0,128777;Homo sapiens;Golgi apparatus;Golgi apparatus;Transmembrane emp24 domain-containing protein 10
TMED2;Q15363;1,476441;4,11E-01;1,37535;5,17E-01;Vicino all'ER;0,101091;Homo sapiens;Golgi apparatus;Golgi apparatus;Transmembrane emp24 domain-containing protein 2
TMED3;Q9Y3Q3;1,568941;5,79E-01;1,338216;4,46E-01;Vicino all'ER;0,230725;Homo sapiens;;Golgi apparatus;Transmembrane emp24 domain-containing protein 3
TMED4;Q7Z7H5;1,15825;8,30E-02;0,9999644;6,87E-02;Vicino all'ER;0,1582856;Homo sapiens;Golgi apparatus;Golgi apparatus;Transmembrane emp24 domain-containing protein 4
TMED5;Q9Y3A6;1,349978;2,33E-01;1,174605;2,00E-01;Vicino all'ER;0,175373;Homo sapiens;;Golgi apparatus;Transmembrane emp24 domain-containing protein 5
"TMED7-TICAM2;TMED7";"A0A0A6YYA0;Q9Y3B3";1,133202;7,16E-02;1,057282;1,02E-01;Vicino all'ER;0,07592;Homo sapiens;;PM;"Protein TMED7-TICAM2;Transmembrane emp24 domain-containing protein 7"
TMED8;Q6PL24;2,155221;1,00E+00;1,913342;1,00E+00;Vicino all'ER;0,241879;Homo sapiens;;Cytoplasm;Protein TMED8
TMED9;Q9BVK6;1,051212;4,41E-02;0,9548673;4,95E-02;Vicino all'ER;0,0963447;Homo sapiens;Golgi apparatus;Golgi apparatus;Transmembrane emp24 domain-containing protein 9
TMEM106B;"A0A994J4C4;Q9NUM4";1,007838;3,41E-02;0,8851536;2,88E-02;Vicino all'ER;0,1226844;Homo sapiens;Lysosome;Lysosome;Transmembrane protein 106B
TMEM109;Q9BVC6;0,3758292;0,00E+00;0,3782702;7,41E-05;Vicino al REPLICOMA;0,002441;Homo sapiens;ER;ER;Voltage-gated monoatomic cation channel TMEM109
TMEM115;Q12893;0,9622162;2,51E-02;0,9763947;5,81E-02;Vicino al REPLICOMA;0,0141785;Homo sapiens;;Golgi apparatus;Transmembrane protein 115
TMEM119;Q4V9L6;0,8860675;1,42E-02;0,9034972;3,30E-02;Vicino al REPLICOMA;0,0174297;Homo sapiens;ER;Lysosome;Transmembrane protein 119
TMEM120A;"A0A024R4K9;A0A087WZA9;A0A087X266;Q9BXJ8";0,8717752;1,29E-02;0,825452;1,74E-02;Vicino all'ER;0,0463232;Homo sapiens;;ER;"Ion channel TACAN;Ion channel TACAN (Fragment);Ion channel TACAN;Ion channel TACAN"
TMEM123;"E9PKT4;Q8N131";1,46671;3,96E-01;1,313985;4,01E-01;Vicino all'ER;0,152725;Homo sapiens;;Golgi apparatus;"Transmembrane protein 123;Porimin"
TMEM126A;Q9H061;1,037992;4,09E-02;0,8884687;2,97E-02;Vicino all'ER;0,1495233;Homo sapiens;Mitochondria;Nucleus;Transmembrane protein 126A
TMEM131;Q92545;0,3545314;0,00E+00;0,313278;0,00E+00;Vicino all'ER;0,0412534;Homo sapiens;ER;ER;Transmembrane protein 131
TMEM14C;Q9P0S9;1,165437;8,67E-02;0,9938747;6,61E-02;Vicino all'ER;0,1715623;Homo sapiens;;Nucleus;Transmembrane protein 14C
TMEM165;Q9HC07;1,004974;3,37E-02;1,097184;1,32E-01;Vicino al REPLICOMA;0,09221;Homo sapiens;;Golgi apparatus;Putative divalent cation/proton antiporter TMEM165
TMEM167A;Q8TBQ9;1,599776;6,40E-01;1,351368;4,72E-01;Vicino all'ER;0,248408;Homo sapiens;;ER;Protein kish-A
TMEM168;"H7C268;Q9H0V1";1,110677;6,35E-02;0,9476631;4,71E-02;Vicino all'ER;0,1630139;Homo sapiens;;Golgi apparatus;"Transmembrane protein 168 (Fragment);Transmembrane protein 168"
TMEM181;Q9P2C4;1,446381;3,63E-01;1,262853;3,17E-01;Vicino all'ER;0,183528;Homo sapiens;Golgi apparatus;endosome-vesicle;Transmembrane protein 181
TMEM184C;Q9NVA4;1,399094;2,94E-01;1,281593;3,48E-01;Vicino all'ER;0,117501;Homo sapiens;;Golgi apparatus;Transmembrane protein 184C
TMEM192;Q8IY95;1,024343;3,78E-02;0,9421632;4,52E-02;Vicino all'ER;0,0821798;Homo sapiens;Lysosome;Lysosome;Transmembrane protein 192
TMEM199;"J3KS81;Q8N511";1,834801;1,00E+00;1,592393;9,48E-01;Vicino all'ER;0,242408;Homo sapiens;ER;Cytoplasm;Transmembrane protein 199
TMEM201;Q5SNT2;1,41331;3,14E-01;1,155489;1,81E-01;Vicino all'ER;0,257821;Homo sapiens;;Mitochondria;Transmembrane protein 201
TMEM205;"K7ELQ9;K7EM09;K7EPR0;Q6UW68";1,037454;4,09E-02;0,8001529;1,43E-02;Vicino all'ER;0,2373011;Homo sapiens;;Mitochondria;"Transmembrane protein 205 (Fragment);Transmembrane protein 205 (Fragment);Transmembrane protein 205;Transmembrane protein 205"
TMEM209;Q96SK2;1,174725;9,13E-02;1,016255;7,73E-02;Vicino all'ER;0,15847;Homo sapiens;;Nucleus;Transmembrane protein 209
TMEM214;Q6NUQ4;0,4910135;2,55E-04;0,373448;3,94E-05;Vicino all'ER;0,1175655;Homo sapiens;;ER;Transmembrane protein 214
TMEM222;"H0Y861;H0Y870;H0Y8D0;H7C5C5;Q5SSC2;Q8TDQ4;Q9H0R3";1,481615;4,19E-01;1,339346;4,51E-01;Vicino all'ER;0,142269;Homo sapiens;;Cytoplasm;"Chromosome 1 open reading frame 160, isoform CRA_e;Transmembrane protein 222;Transmembrane protein 222;Transmembrane protein 222;Transmembrane protein 222 (Fragment);Transmembrane protein 222;Transmembrane protein 222"
TMEM230;Q96A57;0,9202211;1,82E-02;0,7779341;1,17E-02;Vicino all'ER;0,142287;Homo sapiens;;Nucleus;Transmembrane protein 230
TMEM237;Q96Q45;0,992651;3,10E-02;0,8087077;1,53E-02;Vicino all'ER;0,1839433;Homo sapiens;;Nucleus;Transmembrane protein 237
